instance_digital	sameAsIdentifier_digital	localEntityControlNumber_digital	marcDisplayText_digital	instance_physical	sameAsIdentifier_physical	localEntityControlNumber_physical	marcDisplayText_physical
j2vz7dvv29rp6dw	13541426	8371721	Originalversion:	1jb8cd8c482s3xm	8371721	13541426	Digitaliserad version:
zh9jvp791d7jqp5	16940649	10235964	Originalversion:	gzrr3w2s5mt9lz4	10235964	16940649	Digitaliserad version:
sb4knpk424j0t9p	21777694	151446	Originalversion:	vc5q1sg61nr231v	151446	21777694	Digitaliserad version:
cwp0z2qp12kprt2	18315951	2713505	Originalversion	tb4t5n553fhmtj5	2713505	18315951	Digitaliserad version
h1t5r9qt2r7qrfp	19669435	7418219	Originalversion:	m4xsrpdz30xt9x2	7418219	19669435	Digitaliserad version:
l4x9zwhx3pb6cf3	19763638	7416911	Originalversion:	1jb652cc27ldd1s	7416911	19763638	Digitaliserad version:
m5z87bzz2jdgnvp	18315929	2098346	Originalversion	j1th3kbv3ftp0lk	2098346	18315929	Digitaliserad version
xg8ptch8090m1n0	21791918	482263	Originalversion:	3ld0n88f45fb9w9	482263	21791918	Digitaliserad version:
4ngsbvzg3xpwbcs	19613264	7417530	Originalversion:	n5ztspp03f60mpk	7417530	19613264	Digitaliserad version:
7rkzxwtk1n5kjhh	20826257	7437191	Originalversion:	1jb66swc29z42ck	7437191	20826257	Digitaliserad version:
fzr4rvtr53dzbxx	19712783	7416486	Originalversion:	vc510vq60vlrxcz	7416486	19712783	Digitaliserad version:
g0s5swvs1gfb235	19712784	7416488	Originalversion:	xf732xs84fbtgpl	7416488	19712784	Digitaliserad version:
l4x8ktrx21b35gd	19438078	7418938	Originalversion:	l3wrqp5x4n1pvtp	7418938	19438078	Digitaliserad version:
sb4g31741xmkgcg	19707394	7417885	Originalversion:	h0snmkwt09t2fgd	7417885	19707394	Digitaliserad version:
xg8dwz581c1fjvv	14572718	435340	Originalversion:	0h9wjf1b5mbppj4	435340	14572718	Digitaliserad version:
1kcp318c36v3h4s	19512821	1491964	Originalversion	s93qmcv439w18j4	1491964	19512821	Digitaliserad version
9tmwljvm1lghv13	18087529	1615780	Orginalversion:	0h9xz5mb5jfqrpv	1615780	18087529	Digitaliserad version:
q82bg1525v1qcg2	17630192	3072041	Originalversion	1jb1s4qc2v2zbsg	3072041	17630192	Digitaliserad version
3mfptdgf1dk4f8p	17630143	2436711	Originalversion	cvnbcx4p1jlr0j3	2436711	17630143	Digitaliserad version
5phmpbph2tstn0j	14224695	1265710	Originalversion:	0h9xj6nb06h43j7	1265710	14224695	Digitaliserad version:
fzr0vnhr2vrgmvz	16575983	7263357	Originalversion	k2vqjw8w43fr7mj	7263357	16575983	Digitaliserad version
k3w09q5w40bdjn9	13576767	1841236	Originalversion	6ph4gpbj2xwq1kd	1841236	13576767	Digitaliserad version
l4x76d4x4z8dv75	18318808	18020507	Originalversion:	7rktgzbk1kh8m2n	18020507	18318808	Digitaliserad version:
4ngtjs5g512hj93	19773644	16022145	Originalversion:	5phpxwvh15ks9wj	16022145	19773644	Digitaliserad version:
4ngvwwzg329zz0g	20883164	20107398	Orginalversion:	8slz294l39fhk26	20107398	20883164	Digitaliserad version:
4ngx4s1g0th6ncp	22689524	17553667	Orginalversion:	wf7hkc970hrhlgm	17553667	22689524	Digitaliserad version:
6qjwwqlj11grl29	20012476	14736264	Originalversion:	g0sxmkds1qq4kzc	14736264	20012476	Digitaliserad version:
g0s325ts25tbnrt	18315954	1524852	Originalversion	2kc0xvnd4zdpnwt	1524852	18315954	Digitaliserad version
m5z3s61z0929w72	14721389	14676661	Originalversion:	p715slf1041hh3p	14676661	14721389	Digitaliserad version:
j2v48sdv2hfndnl	17629706	7265793	Originalversion	r82xq6631c0pl8w	7265793	17629706	Digitaliserad version
vd6j2q261zlxgcd	19617186	7415768	Originalversion:	xf732w081srgc2t	7415768	19617186	Digitaliserad version:
g0s5wzfs56rsr1c	19796094	540208	Originalversion	l3wh8x4x4s0tf1d	540208	19796094	Digitaliserad version
g0s4k11s3ls99mp	19527534	615383	Originalversion:	fxqb5jhr5p6mzjk	615383	19527534	Digitaliserad version:
4ngs7x8g465b583	19534334	615537	Originalversion:	k2vg9nsw0jhdzvz	615537	19534334	Digitaliserad version:
9tmq1gzm09l7bg8	13576819	2400689	Originalversion	m4xlkvcz5vg133f	2400689	13576819	Digitaliserad version
g0s4k8ls5q7ttzg	19534344	615518	Originalversion:	xf7tn158456wnk8	615518	19534344	Digitaliserad version:
r93fvc934bdp2bw	19528383	690677	Originalversion:	7qj424zk2pr3jtz	690677	19528383	Digitaliserad version:
xg8l1hl84bn5kp8	19527608	524144	Originalversion:	4mf1rvtg4cxvnbc	524144	19527608	Digitaliserad version:
bvnr2hzn46sxxwm	13576790	615856	Originalversion	6ph3xbsj1f33994	615856	13576790	Digitaliserad version
n60cb2g036nr2kj	19982220	1207929	Originalversion:	zg8wf1f92n8w5kc	1207929	19982220	Digitaliserad version:
p719fzl15cp2nvd	17629711	7265794	Originalversion	s93zr7743rxtffq	7265794	17629711	Digitaliserad version
5phrwf6h3k9szph	17629845	663200	Originalversion	btm746jn13km6q0	663200	17629845	Digitaliserad version
l4xch94x54dvm1s	21799108	17850449	Originalversion:	m5z7n2rz2jlwccg	17850449	21799108	Digitaliserad version:
0jbl43wb4qqhzg3	17949220	14214744	Orginalversion	g0sx08xs5pm90rb	14214744	17949220	Digitaliserad version
xg8cn3k80wjstnp	13576778	615242	Originalversion	q71mgtn211fmhhb	615242	13576778	Digitaliserad version
cwp23d1p33cc62s	20053221	2322985	Originalversion:	h0sgcvwt13mmhxl	2322985	20053221	Digitaliserad version:
wf7lnq074rrsjgc	20075197	1598969	Originalversion:	m4xkl5kz20zs3m8	1598969	20075197	Digitaliserad version:
6qj05tdj231whsk	22661896	10469734	Originalversion:	s933pw544wdm972	10469734	22661896	Digitaliserad version:
dxqt4kqq488fs0d	13576522	1183909	Originalversion	9sl7qg2m2xc19r1	1183909	13576522	Digitaliserad version
2ldhs68d25cjsv1	13576392	1428824	Originalversion	4mf2vc1g5vklq4n	1428824	13576392	Digitaliserad version
cwpz3m8p4z47d82	17629731	7263265	Originalversion	h0sngt3t2pkzcpx	7263265	17629731	Digitaliserad version
n603dsw02vdp4jn	13576410	2510679	Originalversion	zg8x18x93862vvf	2510679	13576410	Digitaliserad version
vd69l0261gpc29r	13576386	1428810	Originalversion	n5zldwk04v119hj	1428810	13576386	Digitaliserad version
1kcgr6fc24nr0t5	13576571	852203	Originalversion	fxqbg9mr2h1x7f9	852203	13576571	Digitaliserad version
6qjtlsmj5n7r7dx	18151306	12107	Orginalversion:	7qj3700k382f7n5	12107	18151306	Digitaliserad version:
5phr5f8h00v05dq	17845905	10453048	Orginalversion	l3wwh2dx4c87scc	10453048	17845905	Digitaliserad version
6qjsxg2j4bnqbfq	17629696	7265762	Originalversion	q71wp5424nsd6fn	7265762	17629696	Digitaliserad version
8slpdqzl3s2vhpd	13881948	643032	Originalversion	2kczt6vd375f68p	643032	13881948	Digitaliserad version
0jbfq46b420gpb1	13576390	1428820	Originalversion	0h9xq7wb5pndw93	1428820	13576390	Digitaliserad version
3mfgtmbf1nfkhk7	11940223	7152141	Orginalversion:	cvnj5khp1938q63	7152141	11940223	Digitaliserad version:
dxqqpxkq383pn9f	11589172	2150631	Orginalversion:	cvnb0b8p35ns2rr	2150631	11589172	Digitaliserad version:
dxqzhhdq4tgx42s	17112322	7263985	Originalversion	h0sngvwt5814lb5	7263985	17112322	Digitaliserad version
p714fv714zdrkgz	13576681	8220812	Originalversion	q71xvj9249rxw2w	8220812	13576681	Digitaliserad version
zh9dp3594rxd1qx	13576389	1428816	Originalversion	vc5sl3r61bn28m1	1428816	13576389	Digitaliserad version
1kcgr57c4kw44mf	13576391	1428822	Originalversion	2kc0s9zd0hm66vf	1428822	13576391	Digitaliserad version
q825gvw25k2k01w	13576352	1428739	Originalversion	9sl71j3m3cltd21	1428739	13576352	Digitaliserad version
r936hx9317jjwdf	13576683	615676	Originalversion	6ph3xblj04n92cx	615676	13576683	Digitaliserad version
vd69l1d61lblh8l	13576686	1428735	Originalversion	5ng3wdzh3jngpw0	1428735	13576686	Digitaliserad version
7rknzcfk12bs7dg	13576397	8219989	Originalversion	9slhf2xm4k1ws9t	8219989	13576397	Digitaliserad version
bvnr32sn0z814qq	13591940	8371590	Originalversion:	n5zw01r012d7h5v	8371590	13591940	Digitaliserad version:
n60c8md03bjchnj	19943460	8203288	Orginalversion:	l3wspqnx5h15m9v	8203288	19943460	Digitaliserad version:
tc576f755rk9n7l	12454265	513563	Originalversion:	fxqb2rcr4q7xj3t	513563	12454265	Digitaliserad version:
1kcm540c1jc5sr5	17949281	14661425	Orginalversion	tc59x5m54jmpzgt	14661425	17949281	Digitaliserad version
7rk12q3k0g3gqq9	22549997	370416	Originalversion:	vc5r9wr6499d2q3	370416	22549997	Digitaliserad version:
0jbfrkrb23x9g9l	13587700	7618102	Originalversion:	dwplsv8q1j7488z	7618102	13587700	Digitaliserad version:
5phlxwkh2kx2stc	13591875	1333884	Originalversion:	gzrd36vs5k8wj35	1333884	13591875	Digitaliserad version:
6qjn98vj4qbp9t0	14681116	7258744	Originalversion	s93zqzd43s687z6	7258744	14681116	Digitaliserad version
m5z5r4gz53d79cb	16312979	7263093	Originalversion	r82xq3630ltn2fn	7263093	16312979	Digitaliserad version
p714nkl137j8x8r	13757911	8372405	Originalversion :	tb4257t53kszjdc	8372405	13757911	Digitaliserad version :
k3w59vxw0sr1ntc	17630157	2431365	Originalversion	5ng45j0h3bf8bp2	2431365	17630157	Digitaliserad version
vd6npcn62xpplwg	22549926	10086	Originalversion:	vc5qvkd63jcvdk5	10086	22549926	Digitaliserad version:
6qjxwn1j35sng39	20821066	12313	Orginalversion:	3ldz3v3f3d57hlr	12313	20821066	Digitaliserad version:
cwpz3m7p5kvx7mm	17629701	8351298	Originalversion	8rkgkwsl26100hk	8351298	17629701	Digitaliserad version
g0s4gsbs2jzfhln	19440504	18584586	Originalversion:	vd6hshq62hzsg2m	18584586	19440504	Digitaliserad version:
xg8qwsk809cmg42	22667678	1626506	Originalversion:	j1tgj32v32mnjmr	1626506	22667678	Digitaliserad version:
fzrvbswr304m2tg	13690043	7618015	Originalversion:	h0spwz8t4hh88dj	7618015	13690043	Digitaliserad version:
j2vbhzmv1grzxzl	22656416	17963940	Originalversion:	n608t9x02zj6772	17963940	22656416	Digitaliserad version:
6qj06wdj2fz92ht	22690696	18035140	Orginalversion:	0jbl79cb43vjg9h	18035140	22690696	Digitaliserad version:
9tm3908m55bqwjt	22690489	17953528	Orginalversion:	l4x6qv8x3gltxs8	17953528	22690489	Digitaliserad version:
bvn4b1rn1rw3g4x	22690010	17839725	Orginalversion:	5phr56dh4fb1vgg	17839725	22690010	Digitaliserad version:
h1t9h69t1h27jrz	22690345	17954107	Orginalversion:	wf7h167741dk1bg	17954107	22690345	Digitaliserad version:
p71hpf1111t5l79	22690801	18013112	Orginalversion:	q82bz6m22x5tkjn	18013112	22690801	Digitaliserad version:
2ldv2qsd44jqsxp	22689372	17546617	Orginalversion:	wf7hj3g71wd17l2	17546617	22689372	Digitaliserad version:
2ldv2skd550xw3v	22690962	16961821	Orginalversion:	p718m7h13zmvthl	16961821	22690962	Digitaliserad version:
5phz5w3h558vhj7	22691355	8495652	Originalversion	2kc9j10d1jh1723	8495652	22691355	Digitaliserad version:
7rk17xjk03f6rv3	22690787	18012817	Orginalversion:	wf7h4cg747j588z	18012817	22690787	Digitaliserad version:
cwp5c1dp0knf3fn	22689651	17581314	Orginalversion:	g0s25xks3dphsm9	17581314	22689651	Digitaliserad version:
cwp5c2dp2399j0p	22690551	17953611	Orginalversion:	cwpzhm4p4kjp2xq	17953611	22690551	Digitaliserad version:
sb4lsgv41j4s3rn	22689664	17597866	Orginalversion:	6qjsw9pj0rbzlgt	17597866	22689664	Digitaliserad version:
2ldv2r2d3t5pcv3	22690512	17947190	Orginalversion:	bvnxgczn4rcp2w8	17947190	22690512	Digitaliserad version:
3mfw3s7f55rb0kj	22690633	18035591	Orginalversion:	1kcm8bwc2q0vxgg	18035591	22690633	Digitaliserad version:
5phz5wmh02h0p26	22690935	22271439	Orginalversion:	zh9rf5b93mpnnc2	22271439	22690935	Digitaliserad version:
bvn4b1vn1zwqzfs	22690100	17734569	Orginalversion:	zh9kt4c93z2plp5	17734569	22690100	Digitaliserad version:
h1t37rbt48x3t0n	17629675	7265718	Originalversion	8rkf7pll2991wbc	7265718	17629675	Digitaliserad version
h1t9h5dt1ppzbss	22689535	17547437	Orginalversion:	7rktvgpk50lzwp1	17547437	22689535	Digitaliserad version:
l4xdlb0x3mt8qp9	22690888	18009815	Orginalversion:	tc5f25254bc86t2	18009815	22690888	Digitaliserad version:
wf7gf7t7149ft2c	16632547	8363064	Originalversion:	gzrnrj2s1fxf2t4	8363064	16632547	Digitaliserad version:
zh9rzm89132vrs8	22689879	17630170	Orginalversion:	0jblq9db3939hml	17630170	22689879	Digitaliserad version:
1kct1q8c0j620bs	22690721	18036025	Orginalversion:	h1t3rttt32lrh5c	18036025	22690721	Digitaliserad version:
6qjrmffj5dm7pn2	16576126	2728923	Originalversion	r82r45734xhm7hf	2728923	16576126	Digitaliserad version
dxq6d4vq4tgpjh8	22690942	22448959	Orginalversion:	9tm302wm10s8qcx	22448959	22690942	Digitaliserad version:
g0s8g5ns1xs1mkr	22690704	18034922	Orginalversion:	q82bz0v24bvpq70	18034922	22690704	Digitaliserad version:
vd6nv8x62r2100t	22682466	1275054	Orginalversion:	gzrd10hs1vs2qj3	1275054	22682466	Digitaliserad version:
wf7pwld744bf119	22690057	17835137	Orginalversion:	7rkt73ck2r240mw	17835137	22690057	Digitaliserad version:
6qjrmk4j20jzqkh	16552456	16552271	Originalversion:	1kclgdrc5vb13mj	16552271	16552456	Digitaliserad version:
h1t9h56t0jprwqn	22689355	17547247	Orginalversion:	wf7hj3573bplcm8	17547247	22689355	Digitaliserad version:
m5zfm9kz1dwr6ql	22689569	17562235	Orginalversion:	h1t358dt2vrc2r5	17562235	22689569	Digitaliserad version:
q711tsr22w4w0ln	10631432	9055096	Originalversion:	6phfcwqj0fv9ffp	9055096	10631432	Digitaliserad version:
vd6f93364f22b8z	16576116	2805455	Originalversion	tb4t82b5001zlvg	2805455	16576116	Digitaliserad version
k3wck7pw5b8gdsf	22689747	17604438	Orginalversion:	8slv0l2l0zss3qb	17604438	22689747	Digitaliserad version:
5phz5vvh1gjv556	22690245	17779385	Orginalversion:	tc5frm1518rpg0k	17779385	22690245	Digitaliserad version:
r936g4t33051w37	13528563	8707828	Originalversion:	l3wtbf8x4kzq936	8707828	13528563	Digitaliserad version:
xg8qxmk80j2zwvr	22690178	17730293	Orginalversion:	fzr19f2r1gxn0lx	17730293	22690178	Digitaliserad version:
tc554hf54tzjl27	11592245	395458	Orginalversion:	l3wh2k9x41skp71	395458	11592245	Digitaliserad version:
g0ssqmjs284dx2d	11579184	11579177	Originalversion:	7rkkhd9k2tpc3kc	11579177	11579184	Digitaliserad version:
2ldjlbjd08pwfld	14227332	212547	Originalversion:	k2vfsr1w25j42jz	212547	14227332	Digitaliserad version:
6qjnqg4j22jqd75	14227756	522427	Originalversion:	wd6sjkp71wv26fg	522427	14227756	Digitaliserad version:
k3w13t1w15ktmz2	14227347	10606	Originalversion:	6ph26w9j1zkmb5m	10606	14227347	Digitaliserad version:
sb48b2845skhkpg	14227324	10598	Originalversion:	xf7sxm1827z3gnq	10598	14227324	Digitaliserad version:
1kchk9hc3fb40rx	14227331	10595	Originalversion:	tb4ptjx50mtrvct	10595	14227331	Digitaliserad version:
5phmpfqh38f8tdr	14227425	10615	Originalversion:	h0sch6lt4x00mwx	10615	14227425	Digitaliserad version:
7rkpsktk4nhnvfw	14229257	3619738	Originalversion:	l3wm2ztx4fkpx7v	3619738	14229257	Digitaliserad version:
9tmrtkrm3kb4rn8	14227339	149915	Originalversion:	tb4p0pq524vjklr	149915	14227339	Digitaliserad version:
bvnsvl4n3x4j2rv	14227640	10538	Originalversion:	xf7sxmz83hc1fwg	10538	14227640	Digitaliserad version:
fzrwzqcr212t8nb	14228663	3619749	Originalversion:	zg80fb795q20rzm	3619749	14228663	Digitaliserad version:
j2v02s0v1k9kdb6	14227346	10605	Originalversion:	5ng15v8h4r39kf1	10605	14227346	Digitaliserad version:
j2v02szv1b16dwp	14227316	212550	Originalversion:	n5zjwv50506j3dm	212550	14227316	Digitaliserad version:
k3w13t0w1shrp0f	14227317	212551	Originalversion:	p60kxw6140hzdtc	212551	14227317	Digitaliserad version:
p7157z51374kv5t	14227321	10597	Originalversion:	wd6rwl075km2sc5	10597	14227321	Digitaliserad version:
xg8dg6d85mf9prz	14227328	149906	Originalversion:	j1tdpddv5369m5l	149906	14227328	Digitaliserad version:
bvnsvm9n1lz0cmt	14228690	3619816	Originalversion:	6ph7nljj0pv06k6	3619816	14228690	Digitaliserad version:
dxq04prq1wrrw66	17630152	2418112	Originalversion	dwpcc8hq1k009pq	2418112	17630152	Digitaliserad version
r937b3l34lc067s	14229453	12280188	Originalversion:	8slmdd7l47hzvbk	12280188	14229453	Digitaliserad version:
k3w438rw57qfw9r	16642707	3135579	Originalversion	zg8ztd895sb56j8	3135579	16642707	Digitaliserad version
dxqzdf7q5ll7plz	17029372	16921793	Originalversion:	fzr09gqr256nkgv	16921793	17029372	Digitaliserad version:
1kcn5d1c5cd14t4	18739511	8932041	Originalversion	cvnlch5p3xwdq16	8932041	18739511	Digitaliserad version
zh9jssq91ng5nwz	16888899	8351044	Originalversion	s9303d2454s6199	8351044	16888899	Digitaliserad version
vd6fd636158l0zz	16632816	7673202	Originalversion:	2kc8jk5d0k7qmhr	7673202	16632816	Digitaliserad version:
bvn45s3n1r7951r	22549010	1640815	Originalversion:	h0sfhlxt3rrvztm	1640815	22549010	Digitaliserad version:
fzr78wnr55fljv9	22549433	3143907	Originalversion:	k2vkfb3w4mkbv4j	3143907	22549433	Digitaliserad version:
r93g9hk32c17r92	19883223	14701586	Originalversion:	j2v0ncxv5796rvm	14701586	19883223	Digitaliserad version:
wf7j18r74wnnnwv	18739387	1317329	Originalversion	m4xk7qmz39bj5r0	1317329	18739387	Digitaliserad version
0jbkjb3b4l7m4lq	16632700	673786	Originalversion:	6ph30g5j0zgs038	673786	16632700	Digitaliserad version:
fzr10ldr0tb7m58	17492093	2404617	Originalversion	k2vjjxnw1ln7t7n	2404617	17492093	Digitaliserad version
q8298fw25bll2dn	16642652	899628	Originalversion	8rk5cw5l52b4kst	899628	16642652	Digitaliserad version
4ngpnt9g0zlx41n	16642664	7263517	Originalversion	wd62v7s74t3lb00	7263517	16642664	Digitaliserad version
dxqt342q3xgg8n3	13538122	853496	Originalversion	j1tfkg5v2l34jxl	853496	13538122	Digitaliserad version
n6039cl02wbwmqr	13483440	2164922	Originalversion	q71pd7j24lt28s0	2164922	13483440	Digitaliserad version
xg8ckml80chx455	13483208	861483	Originalversion	r82ns0935msmmz5	861483	13483208	Digitaliserad version
zh9f21g936tz3x6	14680959	7258089	Originalversion	zg84w3t92lrtk5v	7258089	14680959	Digitaliserad version
2ldj54dd2w3q1fh	14680812	116671	Originalversion	p60ktbn13g922tz	116671	14680812	Digitaliserad version
cwp5c7rp26rmhbj	22694481	3168560	Originalversion	btmb708n3t51mwl	3168560	22694481	Digitaliserad version:
n603dt2015nhd96	13576560	628586	Originalversion	j1tf948v17tgc6z	628586	13576560	Digitaliserad version
xg8d1z784h7cpfb	14680778	7257824	Originalversion	4mf928pg3nh5rfw	7257824	14680778	Digitaliserad version
2ldt7pld3nc7lrb	22013292	1614024	Originalversion	gzrdfk4s42gnfkf	1614024	22013292	Digitaliserad version
3mfk8zdf2f42rvd	14730283	7259030	Originalversion	btmh8h7n1tpkzzn	7259030	14730283	Digitaliserad version
q826ts52468k4st	14680892	197501	Originalversion	1jbw8nsc1w5zz7w	197501	14680892	Digitaliserad version
zh9q1c895nl93qt	21926679	3145210	Originalversion	0h90vs0b299wtv7	3145210	21926679	Digitaliserad version
1kch43lc2sq4b1r	14681021	7258312	Originalversion	dwpkbjhq17l25bn	7258312	14681021	Digitaliserad version
6qjwxp3j5qnxw7h	20039026	2921253	Originalversion	r82rc8x34tp14nh	2921253	20039026	Digitaliserad version
2ldmlr8d1jztsjj	16642692	2390395	Originalversion	h0sgfbst5qjh6xw	2390395	16642692	Digitaliserad version
r93hhlx30n3dqdm	20858253	2520754	Originalversion:	s93rwgz431pn9mw	2520754	20858253	Digitaliserad version:
8sl003gl0vdp5r9	20858298	2435622	Originalversion:	2kc12lmd56ltg9f	2435622	20858298	Digitaliserad version:
bvnr0brn0g408k6	13518110	8211162	Originalversion	2kc86hwd0325g8g	8211162	13518110	Digitaliserad version
n60gfqx019sv9bt	22511640	2735657	Originalversion:	7qj7lv5k2330cx9	2735657	22511640	Digitaliserad version:
3mfnms9f1584nbl	16642693	1645839	Originalversion	zg8wz7093vc28gb	1645839	16642693	Digitaliserad version
l4xbbfqx3d3t9vl	20858248	874192	Originalversion:	dwp9g31q3gmbb65	874192	20858248	Digitaliserad version:
8slp77zl23094nd	13760448	2399613	Originalversion:	r82qpzb33qwz407	2399613	13760448	Digitaliserad version:
g0swfc7s41cjftl	13758714	8834814	Originalversion:	gzrpc07s1gvrtbh	8834814	13758714	Digitaliserad version:
m5z9cc6z2k0q16q	19235039	2432054	Originalversion	4mf34jqg530pkhn	2432054	19235039	Digitaliserad version
g0szw08s1nx9601	14936844	7261158	Originalversion	8rkf6hjl36kf61d	7261158	14936844	Digitaliserad version
3mft58cf1pkwtxv	21137353	3089145	Originalversion	5ng5zwvh12mgnt2	3089145	21137353	Digitaliserad version
q825jmd25hqwd55	13623602	1600168	Originalversion:	l3wjk5vx2jxggbd	1600168	13623602	Digitaliserad version:
vd6ht4c621xzr7t	18628356	8351398	Originalversion	l3wsw77x25575f2	8351398	18628356	Digitaliserad version
bvnwvnvn4qvljvp	16632200	7443548	Originalversion:	xf733xv83cqmkfh	7443548	16632200	Digitaliserad version:
dxq55j1q1c20cnq	21702892	2490836	Originalversion	j1thl3fv366m802	2490836	21702892	Digitaliserad version
3mfv3w2f0s8jdtp	21883183	3073246	Originalversion	6ph6zb7j22272g2	3073246	21883183	Digitaliserad version
sb4lm8v404m1d09	22549264	11505458	Originalversion:	xg884c380qgld45	11505458	22549264	Digitaliserad version:
3mfjr3gf5jwlqr2	13518043	2509468	Originalversion	l3wknv6x3r2n05x	2509468	13518043	Digitaliserad version
0jbjf2tb477k3dp	15761260	333347	Originalversion:	7qj4mwxk1wgdkgh	333347	15761260	Digitaliserad version:
3mfkmcsf13f5fdm	14227543	10515	Originalversion:	5ng15v5h4vf5zjh	10515	14227543	Digitaliserad version:
9tmsl88m2gs5j59	15650689	7617996	Originalversion:	vc528bm64g1fqwt	7617996	15650689	Digitaliserad version:
cwps3jwp0d1nstn	13576701	2522302	Originalversion	dwpch48q4c19l22	2522302	13576701	Digitaliserad version
3mfqfj0f0d54mfc	18093223	13959352	Orginalversion	dxqtmq3q3tjtdgj	13959352	18093223	Digitaliserad version
6qjmtv3j2rd6tlg	13482526	2428025	Originalversion	tb4ss2z546h0b47	2428025	13482526	Digitaliserad version
