SAB	Översättning
Fmf.023	Serbiska, kroatiska och bosnisk-hercegovinska: semantik (betydelselära)
Fmf.03	Serbiska, kroatiska och bosnisk-hercegovinska: namnforskning
Fmf.03:a	Serbiska, kroatiska och bosnisk-hercegovinska: namnforskning: bibliografi
Fmf.032	Serbiska, kroatiska och bosnisk-hercegovinska: ortnamn
Fmf.04(p)	Serbiska, kroatiska och bosnisk-hercegovinska: dialektologi: periodika
Fmf.04(x)	Serbiska, kroatiska och bosnisk-hercegovinska: dialektologi: lexikon
Fmf.04	Serbiska, kroatiska och bosnisk-hercegovinska: dialektologi
Fmf.04fc	Serbiska, kroatiska och bosnisk-hercegovinska: dialektologi: Ungern
Fmf.05	Serbiska, kroatiska och bosnisk-hercegovinska: metrik och prosodi
Fmf.06	Serbiska, kroatiska och bosnisk-hercegovinska: stilistik och textlingvistik
Fmf.061	Serbiska, kroatiska och bosnisk-hercegovinska: stilistik
Fmf.07(x)	Serbiska, kroatiska och bosnisk-hercegovinska: ortografi, interpunktion och förkortningar: lexikon
Fmf.07	Serbiska, kroatiska och bosnisk-hercegovinska: ortografi, interpunktion och förkortningar
Fmf-fb	Serbiska, kroatiska och bosnisk-hercegovinska: Österrike
Fmfz	Serbiska, kroatiska och bosnisk-hercegovinska: särskilda författares språk
Fmfs(k)	Serbiska: kongresstryck
Fmfs(p)	Serbiska: periodika
Fmfs(x)	Serbiska: lexikon
Fmfs	Serbiska
Fmfs.00	Serbiska: språkhistoria
Fmfs.01	Serbiska: grammatik
Fmfs.011	Serbiska: fonetik
Fmfs.012	Serbiska: formlära (morfologi)
Fmfs.013	Serbiska: syntax
Fmfs.02	Serbiska: ordförråd, lexikologi
Fmfs.02:a	Serbiska: ordförråd, lexikologi: bibliografi
Fmfs.021(x)	Serbiska: etymologi: lexikon
Fmfs.021	Serbiska: etymologi
Fmfs.022	Serbiska: ordbildning
Fmfs.023	Serbiska: semantik (betydelselära)
Fmfs.03	Serbiska: namnforskning
Fmfs.03:a	Serbiska: namnforskning: bibliografi
Fmfs.032	Serbiska: ortnamn
Fmfs.04(p)	Serbiska: dialektologi: periodika
Fmfs.04(x)	Serbiska: dialektologi: lexikon
Fmfs.04	Serbiska: dialektologi
Fmfs.04fc	Serbiska: dialektologi: Ungern
Fmfs.05	Serbiska: metrik och prosodi
Fmfs.06	Serbiska: stilistik och textlingvistik
Fmfs.061	Serbiska: stilistik
Fmfs.07(x)	Serbiska: ortografi, interpunktion och förkortningar: lexikon
Fmfs.07	Serbiska: ortografi, interpunktion och förkortningar
Fmfs-fb	Serbiska: Österrike
Fmft(k)	Kroatiska: kongresstryck
Fmft(p)	Kroatiska: periodika
Fmft(x)	Kroatiska: lexikon
Fmft	Kroatiska
Fmft.00	Kroatiska: språkhistoria
Fmft.01	Kroatiska: grammatik
Fmft.011	Kroatiska: fonetik
Fmft.012	Kroatiska: formlära (morfologi)
Fmft.013	Kroatiska: syntax
Fmft.02	Kroatiska: ordförråd, lexikologi
Fmft.02:a	Kroatiska: ordförråd, lexikologi: bibliografi
Fmft.021(x)	Kroatiska: etymologi: lexikon
Fmft.021	Kroatiska: etymologi
Fmft.022	Kroatiska: ordbildning
Fmft.023	Kroatiska: semantik (betydelselära)
Fmft.03	Kroatiska: namnforskning
Fmft.03:a	Kroatiska: namnforskning: bibliografi
Fmft.032	Kroatiska: ortnamn
Fmft.04(p)	Kroatiska: dialektologi: periodika
Fmft.04(x)	Kroatiska: dialektologi: lexikon
Fmft.04	Kroatiska: dialektologi
Fmft.04fc	Kroatiska: dialektologi: Ungern
Fmft.05	Kroatiska: metrik och prosodi
Fmft.06	Kroatiska: stilistik och textlingvistik
Fmft.061	Kroatiska: stilistik
Fmft.07(x)	Kroatiska: ortografi, interpunktion och förkortningar: lexikon
Fmft.07	Kroatiska: ortografi, interpunktion och förkortningar
Fmft-fb	Kroatiska: Österrike
Fmfu(k)	Bosnisk-hercegovinska: kongresstryck
Fmfu(p)	Bosnisk-hercegovinska: periodika
Fmfu(x)	Bosnisk-hercegovinska: lexikon
Fmfu	Bosnisk-hercegovinska
Fmfu.00	Bosnisk-hercegovinska: språkhistoria
Fmfu.01	Bosnisk-hercegovinska: grammatik
Fmfu.011	Bosnisk-hercegovinska: fonetik
Fmfu.012	Bosnisk-hercegovinska: formlära (morfologi)
Fmfu.013	Bosnisk-hercegovinska: syntax
Fmfu.02	Bosnisk-hercegovinska: ordförråd, lexikologi
Fmfu.02:a	Bosnisk-hercegovinska: ordförråd, lexikologi: bibliografi
Fmfu.021(x)	Bosnisk-hercegovinska: etymologi: lexikon
Fmfu.021	Bosnisk-hercegovinska: etymologi
Fmfu.022	Bosnisk-hercegovinska: ordbildning
Fmfu.023	Bosnisk-hercegovinska: semantik (betydelselära)
Fmfu.03	Bosnisk-hercegovinska: namnforskning
Fmfu.03:a	Bosnisk-hercegovinska: namnforskning: bibliografi
Fmfu.032	Bosnisk-hercegovinska: ortnamn
Fmfu.04(p)	Bosnisk-hercegovinska: dialektologi: periodika
Fmfu.04(x)	Bosnisk-hercegovinska: dialektologi: lexikon
Fmfu.04	Bosnisk-hercegovinska: dialektologi
Fmfu.04fc	Bosnisk-hercegovinska: dialektologi: Ungern
Fmfu.05	Bosnisk-hercegovinska: metrik och prosodi
Fmfu.06	Bosnisk-hercegovinska: stilistik och textlingvistik
Fmfu.061	Bosnisk-hercegovinska: stilistik
Fmfu.07(x)	Bosnisk-hercegovinska: ortografi, interpunktion och förkortningar: lexikon
Fmfu.07	Bosnisk-hercegovinska: ortografi, interpunktion och förkortningar
Fmfu-fb	Bosnisk-hercegovinska: Österrike
Fmg(k)	Slovenska: kongresstryck
Fmg(p)	Slovenska: periodika
Fmg(x)	Slovenska: lexikon
Fmg	Slovenska
Fmg:a	Slovenska: bibliografi
Fmg.00	Slovenska: språkhistoria
Fmg.01	Slovenska: grammatik
Fmg.01	Slovenska: grammatik
Fmg.011	Slovenska: fonetik
Fmg.012	Slovenska: formlära (morfologi)
Fmg.013	Slovenska: syntax
Fmg.02	Slovenska: ordförråd, lexikologi
Fmg.021(x)	Slovenska: etymologi: lexikon
Fmg.022	Slovenska: ordbildning
Fmg.023	Slovenska: semantik (betydelselära)
Fmg.024	Slovenska: språkpragmatik
Fmg.032	Slovenska: ortnamn
Fmg.04(x)	Slovenska: dialektologi: lexikon
Fmg.04	Slovenska: dialektologi
Fmg.06	Slovenska: stilistik och textlingvistik
Fmg.064	Slovenska: textlingvistik
Fmg.07	Slovenska: ortografi, interpunktion och förkortningar
Fmga.00	Slovenska: forntiden: språkhistoria
Fmh(k)	Bulgariska: kongresstryck
Fmh(p)	Bulgariska: periodika
Fmh(x)	Bulgariska: lexikon
Fmh	Bulgariska
Fmh:oi	Bulgariska: statistik
Fmh.00	Bulgariska: språkhistoria
Fmh.01	Bulgariska: grammatik
Fmh.011	Bulgariska: fonetik
Fmh.012	Bulgariska: formlära (morfologi)
Fmh.013	Bulgariska: syntax
Fmh.02(x)	Bulgariska: ordförråd, lexikologi: lexikon
Fmh.02	Bulgariska: ordförråd, lexikologi
Fmh.021(x)	Bulgariska: etymologi: lexikon
Fmh.021	Bulgariska: etymologi
Fmh.022(x)	Bulgariska: ordbildning: lexikon
Fmh.022	Bulgariska: ordbildning
Fmh.023	Bulgariska: semantik (betydelselära)
Fmh.025(x)	Bulgariska: fraseologi: lexikon
Fmh.03(k)	Bulgariska: namnforskning: kongresstryck
Fmh.031	Bulgariska: personnamn
Fmh.032	Bulgariska: ortnamn
Fmh.032:a	Bulgariska: ortnamn: bibliografi
Fmh.04(k)	Bulgariska: dialektologi: kongresstryck
Fmh.04(p)	Bulgariska: dialektologi: periodika
Fmh.04(x)	Bulgariska: dialektologi: lexikon
Fmh.04(y)	Bulgariska: dialektologi: kartor och bilder
Fmh.04	Bulgariska: dialektologi
Fmh.061	Bulgariska: stilistik
Fmh.062(x)	Bulgariska: språkriktighet: lexikon
Fmh.062	Bulgariska: språkriktighet
Fmh.065	Bulgariska: översättning
Fmh.07(x)	Bulgariska: ortografi, interpunktion och förkortningar: lexikon
Fmh.07	Bulgariska: ortografi, interpunktion och förkortningar
Fmh.07	Bulgariska: ortografi, interpunktion och förkortningar
Fmhz	Bulgariska: särskilda författares språk
Fmi(k)	Fornkyrkslaviska: kongresstryck
Fmi(p)	Fornkyrkslaviska: periodika
Fmi(u)	Fornkyrkslaviska: urkunder, lagar
Fmi(x)	Fornkyrkslaviska: lexikon
Fmi	Fornkyrkslaviska
Fmi	Fornkyrkslaviska
Fmi:a	Fornkyrkslaviska: bibliografi
Fmi:dd	Fornkyrkslaviska: metodlära
Fmi.00	Fornkyrkslaviska: språkhistoria
Fmi.01	Fornkyrkslaviska: grammatik
Fmi.011	Fornkyrkslaviska: fonetik
Fmi.012	Fornkyrkslaviska: formlära (morfologi)
Fmi.013	Fornkyrkslaviska: syntax
Fmi.02	Fornkyrkslaviska: ordförråd, lexikologi
Fmi.021(x)	Fornkyrkslaviska: etymologi: lexikon
Fmi.022(x)	Fornkyrkslaviska: ordbildning: lexikon
Fmi.022	Fornkyrkslaviska: ordbildning
Fmi.023	Fornkyrkslaviska: semantik (betydelselära)
Fmi.03	Fornkyrkslaviska: namnforskning
Fmi.06	Fornkyrkslaviska: stilistik och textlingvistik
Fmi.064	Fornkyrkslaviska: textlingvistik
Fmi.065	Fornkyrkslaviska: översättning
Fmi.07	Fornkyrkslaviska: ortografi, interpunktion och förkortningar
Fmi.081	Fornkyrkslaviska: epigrafik
Fmiz	Fornkyrkslaviska: särskilda författares språk
Fmj(p)	Makedonska: periodika
Fmj(x)	Makedonska: lexikon
Fmj	Makedonska
Fmj:a	Makedonska: bibliografi
Fmj.00	Makedonska: språkhistoria
Fmj.01	Makedonska: grammatik
Fmj.011	Makedonska: fonetik
Fmj.013	Makedonska: syntax
Fmj.032	Makedonska: ortnamn
Fmj.04	Makedonska: dialektologi
Fmj.06	Makedonska: stilistik och textlingvistik
Fmk(p)	Baltiska språk: periodika
Fmk(x)	Baltiska språk: lexikon
Fmk	Baltiska språk
Fmk:k	Baltiska språk: språkvetenskapens historia
Fmk.00	Baltiska språk: språkhistoria
Fmk.01	Baltiska språk: grammatik
Fmk.011	Baltiska språk: fonetik
Fmk.013	Baltiska språk: syntax
Fmk.021	Baltiska språk: etymologi
Fmk.022	Baltiska språk: ordbildning
Fmk.023	Baltiska språk: semantik (betydelselära)
Fmk.03	Baltiska språk: namnforskning
Fmk.031	Baltiska språk: personnamn
Fmk.032(x)	Baltiska språk: ortnamn: lexikon
Fmk.05	Baltiska språk: metrik och prosodi
Fmka(p)	Litauiska: periodika
Fmka(x)	Litauiska: lexikon
Fmka	Litauiska
Fmka:a	Litauiska: bibliografi
Fmka:k	Litauiska: språkvetenskapens historia
Fmka.00	Litauiska: språkhistoria
Fmka.01	Litauiska: grammatik
Fmka.011	Litauiska: fonetik
Fmka.012	Litauiska: formlära (morfologi)
Fmka.013	Litauiska: syntax
Fmka.02(x)	Litauiska: ordförråd, lexikologi: lexikon
Fmka.02	Litauiska: ordförråd, lexikologi
Fmka.021(x)	Litauiska: etymologi: lexikon
Fmka.026(x)	Litauiska: synonymik: lexikon
Fmka.031(x)	Litauiska: personnamn: lexikon
Fmka.031	Litauiska: personnamn
Fmka.032(x)	Litauiska: ortnamn: lexikon
Fmka.032	Litauiska: ortnamn
Fmka.04(x)	Litauiska: dialektologi: lexikon
Fmka.04	Litauiska: dialektologi
Fmka.04	Litauiska: dialektologi
Fmka.05	Litauiska: metrik och prosodi
Fmka.06	Litauiska: stilistik och textlingvistik
Fmka.07	Litauiska: ortografi, interpunktion och förkortningar
Fmkaz	Litauiska: särskilda författares språk
Fmkb(x)	Lettiska: lexikon
Fmkb	Lettiska
Fmkb.00	Lettiska: språkhistoria
Fmkb.01	Lettiska: grammatik
Fmkb.011	Lettiska: fonetik
Fmkb.013	Lettiska: syntax
Fmkb.02(x)	Lettiska: ordförråd, lexikologi: lexikon
Fmkb.021(x)	Lettiska: etymologi: lexikon
Fmkb.021	Lettiska: etymologi
Fmkb.023	Lettiska: semantik (betydelselära)
Fmkb.025	Lettiska: fraseologi
Fmkb.032	Lettiska: ortnamn
Fmkb.04	Lettiska: dialektologi
Fmkb.061	Lettiska: stilistik
Fmkbz	Lettiska: särskilda författares språk
Fmkc(x)	Fornpreussiska: lexikon
Fmkc	Fornpreussiska
Fmkc.01	Fornpreussiska: grammatik
Fmkc.021(x)	Fornpreussiska: etymologi: lexikon
Fn(p)	Keltiska språk: periodika
Fn	Keltiska språk
Fn:b(k)	Keltiska språk: forskning: kongresstryck
Fn.00	Keltiska språk: språkhistoria
Fn.01	Keltiska språk: grammatik
Fn.013	Keltiska språk: syntax
Fn.022	Keltiska språk: ordbildning
Fn.031	Keltiska språk: personnamn
Fna(k)	Kontinentalkeltiska: kongresstryck
Fna(x)	Kontinentalkeltiska: lexikon
Fna	Kontinentalkeltiska
Fna.013	Kontinentalkeltiska: syntax
Fna.02	Kontinentalkeltiska: ordförråd, lexikologi
Fna.031	Kontinentalkeltiska: personnamn
Fna.081	Kontinentalkeltiska: epigrafik
Fnb(p)	Gaeliska: periodika
Fnb(x)	Gaeliska: lexikon
Fnb	Gaeliska
Fnb.01	Gaeliska: grammatik
Fnb.03	Gaeliska: namnforskning
Fnb.05	Gaeliska: metrik och prosodi
Fnb.081	Gaeliska: epigrafik
Fnba(p)	Iriska: periodika
Fnba(x)	Iriska: lexikon
Fnba	Iriska
Fnba:a	Iriska: bibliografi
Fnba:bf	Iriska: institutioner
Fnba.00	Iriska: språkhistoria
Fnba.01	Iriska: grammatik
Fnba.011	Iriska: fonetik
Fnba.012	Iriska: formlära (morfologi)
Fnba.013	Iriska: syntax
Fnba.021(x)	Iriska: etymologi: lexikon
Fnba.022	Iriska: ordbildning
Fnba.023	Iriska: semantik (betydelselära)
Fnba.04	Iriska: dialektologi
Fnba.05	Iriska: metrik och prosodi
Fnba.064	Iriska: textlingvistik
Fnba.081	Iriska: epigrafik
Fnbaz	Iriska: särskilda författares språk
Fnbb(x)	Skotsk-gaeliska: lexikon
Fnbb	Skotsk-gaeliska
Fnbb:a	Skotsk-gaeliska: bibliografi
Fnbb.00	Skotsk-gaeliska: språkhistoria
Fnbb.01	Skotsk-gaeliska: grammatik
Fnbb.03(x)	Skotsk-gaeliska: namnforskning: lexikon
Fnbb.032	Skotsk-gaeliska: ortnamn
Fnbb.04	Skotsk-gaeliska: dialektologi
Fnbb.081	Skotsk-gaeliska: epigrafik
Fnbc	Manx
Fnc(k)	Britanniska: kongresstryck
Fnc	Britanniska
Fnc.00	Britanniska: språkhistoria
Fnc.011	Britanniska: fonetik
Fnc.013	Britanniska: syntax
Fnc.061	Britanniska: stilistik
Fnca(x)	Kymriska: lexikon
Fnca	Kymriska
Fnca	Kymriska
Fnca.01	Kymriska: grammatik
Fnca.011	Kymriska: fonetik
Fnca.013	Kymriska: syntax
Fnca.02	Kymriska: ordförråd, lexikologi
Fncazf	Kymriska: särskilda anonyma verks språk
Fncb	Korniska
Fncb.032(x)	Korniska: ortnamn: lexikon
Fncc(x)	Bretonska: lexikon
Fncc	Bretonska
Fncc.01	Bretonska: grammatik
Fncc.011	Bretonska: fonetik
Fncc.02	Bretonska: ordförråd, lexikologi
Fo(k)	Grekiska och latin: kongresstryck
Fo(p)	Grekiska och latin: periodika
Fo(p)	Grekiska och latin: periodika
Fo(x)	Grekiska och latin: lexikon
Fo	Grekiska och latin
Fo:a	Grekiska och latin: bibliografi
Fo:b	Grekiska och latin: forskning
Fo:bf	Grekiska och latin: institutioner
Fo:ke.46	Grekiska och latin: historia: Brittiska öarna (Storbritannien): 1800-1914
Fo.00	Grekiska och latin: språkhistoria
Fo.01	Grekiska och latin: grammatik
Fo.011	Grekiska och latin: fonetik
Fo.02(x)	Grekiska och latin: ordförråd, lexikologi: lexikon
Fo.02	Grekiska och latin: ordförråd, lexikologi
Fo.021	Grekiska och latin: etymologi
Fo.023	Grekiska och latin: semantik (betydelselära)
Fo.03	Grekiska och latin: namnforskning
Fo.03	Grekiska och latin: namnforskning
Fo.031	Grekiska och latin: personnamn
Fo.032(x)	Grekiska och latin: ortnamn: lexikon
Fo.032	Grekiska och latin: ortnamn
Fo.043	Grekiska och latin: yrkesspråk
Fo.05(k)	Grekiska och latin: metrik och prosodi: kongresstryck
Fo.05	Grekiska och latin: metrik och prosodi
Fo.06	Grekiska och latin: stilistik och textlingvistik
Fo.061	Grekiska och latin: stilistik
Fo.063	Grekiska och latin: retorik. Hit även muntlig framställning
Fo.064	Grekiska och latin: textlingvistik
Fo.065	Grekiska och latin: översättning
Fo.08(x)	Grekiska och latin: epigrafik och papyrologi: lexikon
Fo.08	Grekiska och latin: epigrafik och papyrologi
Fo.08	Grekiska och latin: epigrafik och papyrologi
Fo.081(k)	Grekiska och latin: epigrafik: kongresstryck
Fo.081(p)	Grekiska och latin: epigrafik: periodika
Fo.081	Grekiska och latin: epigrafik
Fo.082(p)	Grekiska och latin: papyrologi: periodika
Fo.082(x)	Grekiska och latin: papyrologi: lexikon
Fo.082	Grekiska och latin: papyrologi
Foa(k)	Grekiska: kongresstryck
Foa(p)	Grekiska: periodika
Foa(x)	Grekiska: lexikon
Foa	Grekiska
Foa:a	Grekiska: bibliografi
Foa:b	Grekiska: forskning
Foa:k	Grekiska: språkvetenskapens historia
Foa.00	Grekiska: språkhistoria
Foa.01	Grekiska: grammatik
Foa.011	Grekiska: fonetik
Foa.012	Grekiska: formlära (morfologi)
Foa.013(k)	Grekiska: syntax: kongresstryck
Foa.013	Grekiska: syntax
Foa.02	Grekiska: ordförråd, lexikologi
Foa.021(x)	Grekiska: etymologi: lexikon
Foa.021(x)	Grekiska: etymologi: lexikon
Foa.021	Grekiska: etymologi
Foa.022(x)	Grekiska: ordbildning: lexikon
Foa.022	Grekiska: ordbildning
Foa.023(k)	Grekiska: semantik (betydelselära): kongresstryck
Foa.023	Grekiska: semantik (betydelselära)
Foa.024	Grekiska: språkpragmatik
Foa.03	Grekiska: namnforskning
Foa.031(x)	Grekiska: personnamn: lexikon
Foa.031	Grekiska: personnamn
Foa.032	Grekiska: ortnamn
Foa.04	Grekiska: dialektologi
Foa.05	Grekiska: metrik och prosodi
Foa.06	Grekiska: stilistik och textlingvistik
Foa.061	Grekiska: stilistik
Foa.063	Grekiska: retorik. Hit även muntlig framställning
Foa.064	Grekiska: textlingvistik
Foa.065	Grekiska: översättning
Foa.074	Grekiska: transkribering och translitterering
Foa.08(u)	Grekiska: epigrafik och papyrologi: urkunder, lagar
Foa.08	Grekiska: epigrafik och papyrologi
Foa.081(p)	Grekiska: epigrafik: periodika
Foa.081(u)	Grekiska: epigrafik: urkunder, lagar
Foa.081(x)	Grekiska: epigrafik: lexikon
Foa.081	Grekiska: epigrafik
Foa.081:a	Grekiska: epigrafik: bibliografi
Foa.082(p)	Grekiska: papyrologi: periodika
Foa.082(u)	Grekiska: papyrologi: urkunder, lagar
Foa.082(x)	Grekiska: papyrologi: lexikon
Foa.082	Grekiska: papyrologi
Foa.082:a	Grekiska: papyrologi: bibliografi
Foam(p)	Bysantinsk grekiska: periodika
Foam(x)	Bysantinsk grekiska: lexikon
Foam	Bysantinsk grekiska
Foam:a	Bysantinsk grekiska: bibliografi
Foam.01	Bysantinsk grekiska: grammatik
Foam.011	Bysantinsk grekiska: fonetik
Foam.013	Bysantinsk grekiska: syntax
Foam.02(x)	Bysantinsk grekiska: ordförråd, lexikologi: lexikon
Foam.02	Bysantinsk grekiska: ordförråd, lexikologi
Foam.023	Bysantinsk grekiska: semantik (betydelselära)
Foam.03(x)	Bysantinsk grekiska: namnforskning: lexikon
Foam.05	Bysantinsk grekiska: metrik och prosodi
Foam.06	Bysantinsk grekiska: stilistik och textlingvistik
Foam.063	Bysantinsk grekiska: retorik. Hit även muntlig framställning
Foam.065	Bysantinsk grekiska: översättning
Foam.07	Bysantinsk grekiska: ortografi, interpunktion och förkortningar
Foam.081	Bysantinsk grekiska: epigrafik
Foam.082	Bysantinsk grekiska: papyrologi
Foamz	Bysantinsk grekiska: särskilda författares språk
Foaz	Grekiska: särskilda författares språk
Foaz	Grekiska: särskilda författares språk
Foazf	Grekiska: särskilda anonyma verks språk
Fob(p)	Nygrekiska: periodika
Fob(p)	Nygrekiska: periodika
Fob(x)	Nygrekiska: lexikon
Fob	Nygrekiska
Fob.00	Nygrekiska: språkhistoria
Fob.01	Nygrekiska: grammatik
Fob.011	Nygrekiska: fonetik
Fob.012	Nygrekiska: formlära (morfologi)
Fob.013	Nygrekiska: syntax
Fob.02(x)	Nygrekiska: ordförråd, lexikologi: lexikon
Fob.02	Nygrekiska: ordförråd, lexikologi
Fob.022	Nygrekiska: ordbildning
Fob.023	Nygrekiska: semantik (betydelselära)
Fob.03	Nygrekiska: namnforskning
Fob.032(x)	Nygrekiska: ortnamn: lexikon
Fob.032	Nygrekiska: ortnamn
Fob.04(k)	Nygrekiska: dialektologi: kongresstryck
Fob.04(x)	Nygrekiska: dialektologi: lexikon
Fob.04	Nygrekiska: dialektologi
Fob.05	Nygrekiska: metrik och prosodi
Fob.07(x)	Nygrekiska: ortografi, interpunktion och förkortningar: lexikon
Fob-i	Nygrekiska: Italien
Fob-qa	Nygrekiska: Förenta staterna
Fobz	Nygrekiska: särskilda författares språk
Fobz	Nygrekiska: särskilda författares språk
Foc(k)	Latin: kongresstryck
Foc(p)	Latin: periodika
Foc(x)	Latin: lexikon
Foc(x)	Latin: lexikon
Foc	Latin
Foc:k(k)	Latin: språkvetenskapens historia: kongresstryck
Foc:k	Latin: språkvetenskapens historia
Foc:oi(t)	Latin: statistik: tabeller
Foc:oi	Latin: statistik
Foc.00	Latin: språkhistoria
Foc.01(k)	Latin: grammatik: kongresstryck
Foc.01	Latin: grammatik
Foc.011	Latin: fonetik
Foc.012	Latin: formlära (morfologi)
Foc.013(k)	Latin: syntax: kongresstryck
Foc.013	Latin: syntax
Foc.02(k)	Latin: ordförråd, lexikologi: kongresstryck
Foc.02(x)	Latin: ordförråd, lexikologi: lexikon
Foc.02	Latin: ordförråd, lexikologi
Foc.021(x)	Latin: etymologi: lexikon
Foc.021	Latin: etymologi
Foc.022(x)	Latin: ordbildning: lexikon
Foc.022	Latin: ordbildning
Foc.023(k)	Latin: semantik (betydelselära): kongresstryck
Foc.023	Latin: semantik (betydelselära)
Foc.024	Latin: språkpragmatik
Foc.03(x)	Latin: namnforskning: lexikon
Foc.03	Latin: namnforskning
Foc.031(x)	Latin: personnamn: lexikon
Foc.031	Latin: personnamn
Foc.032(x)	Latin: ortnamn: lexikon
Foc.032	Latin: ortnamn
Foc.043(x)	Latin: yrkesspråk: lexikon
Foc.043	Latin: yrkesspråk
Foc.05	Latin: metrik och prosodi
Foc.06	Latin: stilistik och textlingvistik
Foc.061	Latin: stilistik
Foc.063	Latin: retorik. Hit även muntlig framställning
Foc.065	Latin: översättning
Foc.07(x)	Latin: ortografi, interpunktion och förkortningar: lexikon
Foc.07	Latin: ortografi, interpunktion och förkortningar
Foc.074	Latin: transkribering och translitterering
Foc.08(x)	Latin: epigrafik och papyrologi: lexikon
Foc.08	Latin: epigrafik och papyrologi
Foc.08	Latin: epigrafik och papyrologi
Foc.081(k)	Latin: epigrafik: kongresstryck
Foc.081(p)	Latin: epigrafik: periodika
Foc.081(u)	Latin: epigrafik: urkunder, lagar
Foc.081(x)	Latin: epigrafik: lexikon
Foc.081	Latin: epigrafik
Foc.081	Latin: epigrafik
Foc.082	Latin: papyrologi
Focm(k)	Medeltidslatin: kongresstryck
Focm(p)	Medeltidslatin: periodika
Focm(u)	Medeltidslatin: urkunder, lagar
Focm(x)	Medeltidslatin: lexikon
Focm	Medeltidslatin
Focm:a	Medeltidslatin: bibliografi
Focm.00	Medeltidslatin: språkhistoria
Focm.01	Medeltidslatin: grammatik
Focm.011	Medeltidslatin: fonetik
Focm.012	Medeltidslatin: formlära (morfologi)
Focm.013	Medeltidslatin: syntax
Focm.02(k)	Medeltidslatin: ordförråd, lexikologi: kongresstryck
Focm.02	Medeltidslatin: ordförråd, lexikologi
Focm.021	Medeltidslatin: etymologi
Focm.023	Medeltidslatin: semantik (betydelselära)
Focm.03(x)	Medeltidslatin: namnforskning: lexikon
Focm.05	Medeltidslatin: metrik och prosodi
Focm.06	Medeltidslatin: stilistik och textlingvistik
Focm.061	Medeltidslatin: stilistik
Focm.063	Medeltidslatin: retorik. Hit även muntlig framställning
Focm.064	Medeltidslatin: textlingvistik
Focm.081(u)	Medeltidslatin: epigrafik: urkunder, lagar
Focm.081	Medeltidslatin: epigrafik
Focmz	Medeltidslatin: särskilda författares språk
Focmz	Medeltidslatin: särskilda författares språk
Focmzf	Medeltidslatin: särskilda anonyma verks språk
Focn(k)	Humanist- och nylatin: kongresstryck
Focn(p)	Humanist- och nylatin: periodika
Focn(x)	Humanist- och nylatin: lexikon
Focn	Humanist- och nylatin
Focn.00	Humanist- och nylatin: språkhistoria
